dbu gtsug tor dang ldan pa|a protuberance on the crown of the head
dbu gtsug tor dang ldan pa|a protuberance on the crown of the head. one of the {skyes bu chen po'i mtshan sum bcu rtsa gnyis} the thirty marks of a great being
dbu gtsug tu thim pa|dissolving into him through the crown of his head
dbu gtsug tu wa ba skyes pa|a protuberance appeared at the top of his head
dbu'i gtsug|the top of the head
dbu'i mchod gnas|sublime object of offering Syn {bla'i mchod gnas}
dbu 'jug|dbu ma la 'jug pa; Chandrakirti's madhyamak'avat'ara
dbu 'khrid|1) chief, leader, supreme, glory. 2) status, position, state
dbul|1) fut. tense of {'bul ba} poverty, poor, deprivation, {po} pauper, beggarly, lacking' beggar, destitute. 2) will give, offer, {'bul}; poor/ poverty-stricken; poor
dbu la gsol ba|to wear on the head (h)
dbul ba|chos kyis dbul ba - starved for the Dharma
dbul ba dang bral ba byed pa|{skye rgu rnams dbul ba dang bral ba byas shing} freeing all of beings from poverty
dbul ba|ft. of {'bul ba}; {dbul ba, dbul ba, dbul ba} intr. v.; poor, indigent, poverty, want, penury, destitute
dbul ba sel ba'i nor bu|the jewel that eased the poverty
dbul ba sel ba|to free ... from poverty
dbul ba sel ba|to remove poverty
dbul ba|{skal med dbul ba} poverty
dbul mo|a poor beggar woman
dbul mo|a poor woman
dbu lo|hair
dbu lo|hair [on the head]
dbul phangs|the destitute
dbul phongs nyam thag gi dpung gnyen|last resort for the destitute and the frightened
dbul phongs|poor, destitute
dbul phongs|the poor {nor rdzas rnams dbul phongs la yongs su rdzogs par sbyin} after giving all his wealth and possessions to the poor
dbul phyug|poor and rich
dbul po|humble, poor, a poor man
dbul po|impoverished {mi dbul po rgad po zhig} an old and impoverished mendicant
dbul por yon tan yod kyang mthong mi 'byung|when you are poor, you may have many good qualities, but people do not see them
dbul po sprang po|indigent, poor, beggarly, pauper
dbul po|the poor
dbul po|those in need
dbul po|very poor
dbul sel gling pa|{gter ston} a rebirth of {sna nam rdo rje bdud 'joms}
dbul zhing phongs pa|poverty
dbu ma|1) center, middle; 2) madhyamaka [middle way school, discarding worldly extremes]; 3) central channel [support of all other nadis, without extremes of L R etc going straight up the middle, light blue, place of indivisible prajna and upaya and wisdom wind moving, avadhuti, {su su ma} {kun 'dar ma}; 4) one of the gzhung bka' pod lnga teaching emptiness
dbu ma|1) Middle Way; Skt. Madhyamaka. The highest of the four Buddhist schools of philosophy. The Middle Way means not holding any extreme views, especially those of eternalism or nihilism. 2) avadhuti - central channel. The central subtle channel within the body, running from the base of the spine to the crown of the head
dbu ma|avadhuti
dbu ma bden chung|Short Truth of the Middle Way
dbu ma bden gnyis|a work on Madhyamaka by {ye shes snying po}
dbu ma bzhi brgya pa'i tshig don rnam par bshad pa klu dbang dgongs rgyan|a rare and previously unpublished commentary on a'aryadeva's monumental work on Madhyamaka philosophy - the catu:shatakash'astrak'arik'a; by {bod pa sprul sku mdo sngags bstan pa'i nyi ma} (1907-1959)
dbu ma bzhi brgya pa|the Madhyamika work, the catu:shatakash'astra Karika of a'aryadeva
dbu ma|Central channel
dbu ma|Centrist
dbu ma che 'bring|the 'great' and 'intermediate' Madhyamaka
dbu ma chen po grags pa'i lam|the path known as the Great Middle
dbu ma chen po|Great Middle Way, Mahamadyamika, great Madhyamaka
dbu ma chen po|Mahamadyamika, Great Middle / Middle Way
dbu ma dgongs pa rab gsal|illumination of the thought, by Dzong ka ba
dbu ma 'dzugs skor|isolating the central channel
dbu ma 'dzugs tshul|isolating the central channel
dbu ma'i bstan bcos|Nagarjuna's "Fundamental Treatise on the Middle Way, the Mula-Madhyamaka Karika]. fundamental treatise on the middle way
dbu ma'i bstan bcos rigs pa'i tshogs drug|klu sgrub: dbu ma rtsa ba'i tshig le'ur byas pa shes rab zhib mo rnam par 'thag pa stong nyid bdun cu pa brtsod pa bzlog pa rigs pa drug cu pa rgyal po la gdam bya ba rin chen phreng ba
dbu ma'i lam|the Middle Way, [avoidance of extremes. Syn {stong pa nyid}
dbu ma'i lta ba|centrism
dbu ma'i rdzong|fortress of avadhuti [central channel]
dbu ma'i rgyan|Syn {dbu ma rgyan}
dbu ma'i rtsa|Avadhuti, the central channel, [avadhuti:]
dbu ma'i sgom rim gsum|Bhavana-krama, Kamalashila's "Stages of Meditation on the Middle Way, in three parts], the three Madhyamaka Bhavamakrama by Kamalashila
dbu ma'i skor|the collected commentaries and exegetic works concerned with the elucidation the Madhyamika literature translated from Sanskrit into Tibetan
dbu ma'i tshig le'ur byas pa|Madhyamika-kArikAs, one of the {rigs tshogs drug} the six logical works of the Madhyamika by Nagarjuna. [Syn {rtsa ba shes rab}
dbu ma 'jug pa'i 'grel bshad|Jaya-ananda's Explanation on the middle way
dbu ma 'jug pa|Introduction to the Middle Way; Madhyamaka-Avatara-nama; Chandrakirti, 7th century
dbu ma 'jug pa'i rang 'grel|Chandrakirti's self-commentary on the Introduction to the Middle Way
dbu ma 'jug pa|The Madhyamakavatara, Chandrakirti's Introduction to the Middle Way, text on the middle way view by Chandrakirti
dbu ma klu sgrub dgongs rgyan|work by {a mdo dge 'dun chos 'phel} 1905? 1951?; lectures on the profound import of Madhyamika philosophy
dbu ma la bstod pa|name of text
dbu ma la 'jug pa|Entering the Middle Way, Madhyamakavatara
dbu ma la 'jug pa|Syn {dbu ma 'jug pa}
dbu ma|Madhyamika. The Middle Way. The highest of the four Buddhist schools of philosophy. The Middle Way means not holding any extreme views, especially those of eternalism or nihilism
dbu ma|middle way; central (channel); Madhyamaka; 1) middle, center; 2) Madhyamaka, [Madhyamaka]; 1) the middle, central. 2) Madhyamika, the middle way, [Mahayana philosophical school]. 3) avadhuti, the central channel. [Syn. {su su ma}, {kun 'dar ma}. 4) system of the Middle way Syn Madhyamaka, [Tibetan Monastic]. study of this system
dbu ma pa|Centrism
dbu ma pa gsum|the three systems of the Middle way, {'jig rten grags sde spyod pa}, {mdo sde spyod pa}, {rnal 'byor spyod pa}
dbu ma pa|proponent of Middle Way -; Madhyamika, middle way school, adherent of the Madhyamaka system, centrist; Madhyamika, [Madhyamika] Def. by Jamgön Kongtrül: {yod med skye 'gag la sogs pa'i mtha' thams cad las rnam par grol bas gang la'ang dmigs pa med par sma ba ni dbu ma pa zhes bya ste}
dbu ma phyi nang phra rags gnyis|the two types of Madhyamaka, coarse outer and subtle inner. the coarse outer Madhyamaka of the Sautrantikas and Prasangika, and the subtle inner Madhyamaka of the Yogachara-Madhyamaka
dbu ma rang rgyud gong ma|the Higher Madhyamika Svatantrika. [Syn. {rab tu mi gnas pa}
dbu ma rang rgyud pa|Middle way autonomy school. Svatantrika-Madhyamika, [is divided into {sgyu ma don dam pa}, {rab tu mi gnas pa}. dogmatists centrist
dbu ma rang rgyud pa|svatantrika madhyamaka [R] by one's own thesis established by rang gi mtshan nyid maintaining conventionally asserted essences smra ba]
dbu ma rang rgyud pa|Svatantrika Madhyamaka School
dbu ma rang rgyud|Svatantrika-Madhyamaka
dbu ma rdzong|Central Citadel, one of Milarepa's meditation places in Tö, Mangyul
dbu ma rdzong|Uma Dzong, one of Milarepa's meditation places in Tö, Mangyul. See Central Citadel
dbu ma rgyan chung|name of text
dbu ma rgyan|maahadhyamikaalan.kaara by Shantarakshita
dbu ma rgyan|madhyamak'alangk'ara by sh'antarakshita'a, 705-762; the Madhyamaka-Lamkara, Shantarakshita "Ornament of the Middle Way"
dbu ma rgyan|Ornament of the Middle Way; Madhyamakalamkara-karika; Shantarakshita, 8th century
dbu ma rigs pa'i thogs drug|the six logical works of the Madhyamika, 1) {rtsa ba shes rab}. 2) {rigs pa drug cu pa} 3) {stong nyid bdun cu pa} 4) {zhib mo rnam 'tha'} 5) {rtsod ldog}, {rtsod ma bzlog pa} 6) {tha snyad bsgrub pa}, {rin chen phreng ba}
dbu ma rigs pa'i thogs drug|the six logical works of the madhyamika [R]
dbu ma rigs tshogs drug|see dbu ma'i bstan bcos rigs pa'i tshogs drug
dbu ma rigs tshogs lnga|Five Collections of Madhyamaka Reasoning. Works of Nagarjuna
dbu ma rnal 'byor spyod pa|Madhyamika-Yogachara
dbu ma rnal 'byor spyod pa|Middle Way of Yogic Action [thd]
dbu ma rtsa ba'i 'grel pa|a commentary on Nagarjuna's {dbu ma'i bstan bcos} [especially Chandrakirti's Prasanna-pada]
dbu ma rtsa ba'i mchod brjod|nt. Eulogy to the Root Verses on the Middle Way
dbu ma rtsa ba'i shes rab|rtsa she - Fundamental Treatise on the Middle Way; Prajña-mulamadhyamaka-karika; Nagarjuna, 1st-2nd century
dbu ma rtsa ba'i tshig le'ur byas pa shes rab|madhyamakak'arik'a of Nagarjuna
dbu ma rtsa ba'i tshig le'ur byas pa|[Syn {rtsa ba shes rab}
dbu ma rtsa ba'i tshigs le'ur byas pa shes rab zhes bya ba|the verses of the root of the middle path entitled "wisdom"
dbu ma rtsa ba shes rab|madhyamakak'arik'a
dbu ma rtsa ba shes rab|Root Knowledge of the Middle Way [thd]
dbu ma rtsa ba shes rab|T 3824, by Nagarjuna
dbu ma rtsa ba shes rab|T 3824 - Madhyamaka-Karika, by Nagarjuna
dbu ma rtsa ba|the Root of the Middle Way, [Syn rtsa ba shes rab]
dbu ma rtsa sher|dbu ma rtsa ba'i tshig le'ur byas pa shes rab
dbu ma shes rab la 'jug pa|name of text
dbu ma shing rta gnyis|the 2 chariots of Madhyamaka, Nagarjuna and Asanga
dbu ma snang ba|name of text
dbu ma snying po|Heart of the Middle Way; Madhyamaka-hrdaya-karika; Bhavaviveka, 6th century
dbu ma snying po|the Madhyamaka-hridaya, Bhavaviveka's "Essence of the Middle Way"
dbu ma thal 'gyur ba|Prasangika Madhyamaka School; Prasangika Madhyamika. adherents of the Prasangika dialectics; advanced school of absolute reductionism; the system of Chandrakirti; Def. by Jamgön Kongtrül: {sgrub byed kyi gtan tshigs tshul gsum dngos stobs kyis sgrub pa'i rang rgyud pa 'god pa med cing/ skye med dang stong nyid sogs gzhan gyi log rtog dgag pa'i phyir gzhan ngor khas len cing dngos smra ba la nang 'gal ston pa'i thal 'gyur tsam las rang lugs bsgrub bya med pas khas len dang bral ba'o}
dbu ma thal 'gyur ba|Prasangika-m dhyamika [R] 'gyur tsam gyis phyi rgol gyi rgyud la bsgrub bya rtogs pa'i rjes dpag skye bar 'dod pa'i dbu ma pa ste, rang gi mtshan nyid kyis grub pa tha snyad tsam du yang mi bzhed pa'i ngo bo nyid med par smra ba'o]
dbu ma thal 'gyur pa|middle way consequence school
dbu ma thal 'gyur pa|Middle Way Consequence School; Prasangika-Madhyamika. Def. by Jamgön Kongtrül: {yod med kyi mtha' las 'das pa'i rang bzhin khas len thams cad dang bral bar 'dod}
dbu mdzad|cantor, headed
dbu mdzad|chant master/ leader; cantor, head, lead chanter, headed by
dbu mdzad chung ba|assistant to the head chanter; second grade provost (below {dbu mdzad}]
dbu mdzad|Umdze, first grade provost
dbu med|hand writing, "unheaded letters, writing". ordinary script, unheaded [letters]
dbum 'jug pa|Syn {'jug pa}
dbu paN|pandita hat
dbu 'phang bstod pa|glorify, (Rousing head and shoulders
dbu 'phang bstod pa|to glorify, uplift
dbu 'phang|{go 'phang}, status, position, state, supreme, glory
dbu 'phang mtho|are exalted, uplifted, exalted, glorified, sublime, attained the summit
dbu 'phang mtho 'dug|has attained the summit
dbu phar|dbu ma dang phar phyin. [mss]
dbu phud|for {skra phud} tuft of hair
dbur ba|to smooth; {dbur ba, dbur ba, dbur ba, dbur} trans. v.; pf. of {dbur ba}; ft. of {dbur ba}
dbu rdzogs phyag gsum|Madhyamika, Dzogchen, and Mahamudra
dbu rdzogs phyag gsum|Madhyamika, Mahamudra, and Dzogchen
dbu rdzogs phyag gsum|Madhyamika, Mahamudra and great perfection
dbur|first, at first; imp. of {dbur ba}
dbu rgyan|a crown; head ornament, crown
dbu rgyan gsum|[TRS 144-5]
dbu rgyan mi g.yo ba|the royal diadem
dbu rnyes|to commence, begin, start
dbur rdo|stone for polishing or burnishing the ground
dbu rtags|head (of a page)
dbur ti gos la rgyag pa|to iron clothes
dbur ti|iron clothes
dbu rtsa|a turret
dbu rtse|central temple
dbu rtse|Central Temple, Samye
dbu rtse|central temple / shrine; top story. central temple; top, pinnacle of a temple or monastery
dbu rtse'i thang|top floor of a gompa
dbu rtse rigs gsum|Triple-storied Central Temple / (rim gsum). The central structure at the temple complex of Samye
dbu rtse rigs|{rim gsum} the three-storied, triple-styled central temple [of Samye near Lhasa]
dbu rtse rim gsum|the three-storied, triple-styled central temple [of Samye near Lhasa]
dbu rtse rim gsum|three-storey central building
dbu rtse|top story
dbu ru|Uru, one of the two regions of U
dbus|1) center, middle, midst, amidst, core, central. 2) Central Tibet, a district in Tibet; Ü One of the two central provinces of Tibet, the other being Tsang
dbus dang gtsang|U and Tsang, the two main provinces of central Tibet, 10, 546
dbus dang mtha' rnam par 'byed pa|"discrimination of the middle [way] and the extremes. one of the {byams chos sde lnga} a verse treatise on Yogachara philosophy. [Madhyaatayibhaaga] "Investigation of the Center and Extremes" by Maitreya. one of the {byams chos sde lnga} the five books of Maitreya
dbus dang mtha' rnam par 'byed pa'i 'grel pa|[Madhyaanta-visbhanga Tika], one of the {pra ka ra na sde brgyad} the eight Prakarana of Vasubhandhu
dbu se|[grey headed] one of the three meditators from Kham. Use, {dus gsum mkhyen pa}
dbu sems gnyis|Middle Way and Mind Only
dbus gral|Central area [in a temple gathering]
dbus gter jug pa rtsa ba lta bu|central treasures, introductory like roots
dbus gtsang dag pa'i zhing|the Pure Realm of U and Tsang
dbus gtsang dag pa'i zhing|the Pure Realm of U-Tsang
dbus gtsang du 'gro ba'i mi gnyis|two men traveling to central Tibet
dbus gtsang ru bzhi|four districts of U-Tsang
dbus 'gyur|Lhasa/ the central province of Tibet
dbus 'gyur lung bstan gyi mdo|Sutra of Predictions in Magadha
dbus|in the center, central
dbus khang|central chamber
dbu skra g.yas su 'khril ba|hair curling to the right. one of the {skyes bu chen po'i mtshan sum bcu rtsa gnyis} the thirty marks of a great being
dbu skra g.yas su 'khyil ba|hair curling to the right
dbu skra|(h) hair
dbu skra ral pa|long hair
dbu skra rkang|for {skra rkang}
dbu skra sen cha gnang ba 'khyer nas|carrying the hair clippings with them
dbu skra sen cha'i mchod rten bzhengs so|built a stupa to enshrine the hair
dbus kyi ri bo|the Central Mountain, [Syn Mt. Sumeru, {ri bo mchog rab}
dbus lam chen po la zhugs pa|Traveling on the path that leads to central Tibet
dbu slong ba|to ask for his head
dbus mar|the middle one
dbus mtha' rnam 'byed|Discerning of the Middle and the Extremes. Syn {dbus dang mtha' rnam par 'byed pa} Madhyanta-vibhanga, The Investigation of the Center and the Extremes. by Maitreya
dbus mtha' rnam 'byed|Discerning the Middle and the Extremes
dbus mtha' rnam par 'byed pa|Discerning the Middle and the Extremes. One of the Five Teachings of Maitreya
dbus mtha'|the Madhyanta-vibhaga, [Syn {dbus mtha' rnam 'byed}. the discrimination of the middle way and the extremes
dbus pa blo gsal|a pandita
dbus pa blo gsal|Gelug scholar; author of {grub pa'i mtha' rnam par bshad pa'i mdzod}
dbus pa|person from the province of Central Tibet
dbus phyogs|central Tibet
dbus phyogs mtha' dang bral ba'i zhing khams|Viyoganta, the central Buddhafield
dbus ri|the central mountain
dbus rwa|central prong [of a vajra]
dbus skad|the central Tibetan dialect
dbus skyes|born in a civilized land
dbus su|at its center
dbus su|at the centre of
dbu steng du babs|fell down on top of his head
dbus thig le|centerpoint
dbu thod|a crown
dbu thod bud bud du|bowing one's head with great devotion
dbu tshad|CM: dbu ma dang tshad ma'i bsdus ming. [mss]
dbu tshad kyi gzhung|scriptures of Madhyamika and valid cognition
dbu zhabs don|the meaning from 'cover to cover'; top to bottom
dbu zhabs|the entire body [of a text]
dbu zhwa|hat, crown
dbu zhwa|hat, crown {o rgyan rin po che'i dbu zhwa} - hats are associated with Guru Rinpoche
dbu zhwa|(h) hat
dbu zlum zhabs rjen|shaven and bare-feet; pure monk
dbu zur dbu mdzad|senior head chanter; retired provost
dbyangs|1) song, melody, tune, harmony, voice, speech, singing, musical cadences, pronunciation, ritual song, incantation. 2) A term of grammar. vocal, vowel; There are four vowels
dbyangs bcu drug|the sixteen vowels
dbyangs blangs pa|dbyangs 'di blangs so - sang this song
dbyangs bskul|a ~ calling forth
dbyangs bsnyad|{dbyangs su bsnyad pa}
dbyangs bsnyad pa'i sde|pitaka of prose & verse combined
dbyangs bzhi|A term of grammar. The four vowels
dbyangs can dga' ba'i blo gros|a kya yongs 'dzin
dbyangs can dgyes glu|{dbyangs can dgyes glu} [commentary on the snyan ngag me long R]
dbyangs can grub pa'i rdo rje|{dngul chu dbyangs can grub pa'i rdo rje} 1809-1887. A direct disciple of his uncle, {dngul chu thogs med} who was a direct student of the eight Situ Rinpoche, Chökyi Jungney. He and his uncle carried on the lineage of Situ Rinpoche's grammatical tradition. He wrote several important grammatical works {thon mi'i legs bshad sum chu pa'i snying po ljon pa'i dbang po}
dbyangs can lha mo|Goddess of Eloquence. Sarasvati
dbyangs can ma dkar po|White Sarasvati
dbyangs can ma ltar chos smra ba la thogs pa med pa byung|she spoke the Dharma in a voice as sweet and boundless as that of the goddess Sarasvati
dbyangs can ma|Sarasvati goddess of learning [shes rab stsol ba'i lha mo zhig mythologically in the 1st kalpa S great ocean moved by wind de'i nang du brtan g.yo'i language sounds all rab tu snyan par grags pas by mahabhrama many years these sounds mngon par dga' and ro myang bas 'dug &, mthar sgra dbyangs de rnams having been gathered into 1 it is said this goddess arose [syn: rgya mtsho'i lha mo, sgra dbyangs lha mo, ngag dbang lha mo,...Rdo rje dbyangs k dbang phyug ma, blo yi gter, dbyangs ldan ma, smra lha mo, tshangs pa'i sras mo, mtsho ldan ma, mtsho byung ma, zla ba'i sring mo, sher lha mo, shes rab lha mo]
dbyangs can ma|Sarasvati, the goddess of knowledge and learning
dbyangs can|singer; the goddess of learning [having melody]
dbyangs 'char rgyud|the Yuddhavijaya Tantra
dbyangs dang gsal byed yi ge'i sgra don tshig 'bru smra|learn the meanings of sounds and letters
dbyangs gcig|one purpose (?)
dbyangs gsal|vowels and consonants
dbyangs gsal|vowels and consonants, ali-kali [mantra], [the Sanskrit alphabet]
dbyangs gsal|Vowels and consonants, ali kali. The Sanskrit alphabet of 16 vowels and 30 consonants
dbyangs gsal ye ge|alphabet, letter, vowels and consonant
dbyangs gyis ba snyad pa'i sde|proclamation in song
dbyangs gyi yan khag|diverse melodies
dbyangs kyi nga ro dang bcas pa|with a full voice
dbyangs kyi rta la drangs te len pa|to sing melodious songs
dbyangs kyis bsnyad pa'i sde|hymns and praises, one of the {gsung rab yan lag bcu gnyis} twelve divisions of the teachings
dbyangs kyis bsnyad pa|proclamation in song, [Syn {dbyangs su bsnyad pa}
dbyangs kyis|snyan pa'i dbyangs kyis brjod pa - chant with a nice tune
dbyangs kyi yan lag drug cu|sixty modulations [of voice]
dbyangs kyi yi ge|chanting manuals
dbyangs rol|chanting and music; ritual songs and music
dbyangs snyan|melodious
dbyangs snyan pa|melodic sound
dbyangs snyan sgrog pa|calling out sweetly
dbyangs su blangs pa|sang this song
dbyangs su bsnyad pa|Proclamations in Song; one of 12 aspects of excellent speech {gsung rab yan lag bcu gnyis}
dbyangs su len pa|to sing
dbyangs su len pa|{tshigs su bcad nas dbyangs su len pa} in verses set to a melody
dbyangs 'then pa|chant the song
dbyangs|voice sounds [ggd]
dbyangs yig|1) chanting notations. 2) vowel
dbyangs yig bzhi|four vowels
dbyar dus kyi sprin ltar 'dus pa|gathered like rain clouds in summer
dbyar dus|summer, summertime
dbyar dus|summertime
dbyar gnam lha mo ltar mdzes par skyes|has now become Varsika, as beautiful as a goddess
dbyar gnas ma|Varsika {rgyal po'i btsun mo sngon ma dbyar gnas ma zhes} Queen Varsika, the king's first wife
dbyar gnas par bzhugs pa|to retreat for the duration of the summer rains
dbyar gnas phyi ma|the later summer retreat
dbyar gnas|rainy-season retreat
dbyar gnas|Rainy-season, retreat
dbyar gnas snga ma|the earlier summer retreat
dbyar gnas|the summer retreat, Varshika
dbyar gnas zhal bzhes|acceptance of the precepts for the ~
dbyar gsum nam zla|summer
dbyar gyi rta zhwa|summer riding hat
dbyar kha'i ba mo lta bu|like summer frost
dbyar khang|summer residence
dbyar kha|summer, summertime
dbyar kyi dus|summertime
dbyar rgun nyi ldog|the summer and winter solstice
dbyar rnga drag tu ldir ba|the dragon thundered its voice
dbyar rtsva dgon bu|"summer grass winter worm," medicinal tonic
dbyar snga ma|Syn {dbyar gnas snga ma} the earlier summer retreat. one and a half month from the 16th of the 6th month
dbyar sos dus|in summer
dbyar zha|summer-hat
dbyar zla ra ba|the second month of summer
dbye ba|(arbitrary) division/ distinction; to divide/ analyze/ classify/ differentiate
dbye ba|{'byed pa / phyes pa / phyed pa/ dbye ba} to differentiate/ distinguish/ analyze/ divide; analysis/ differentiation; isc. to distil
dbye ba|classify; division, classification, to classify; ft. of {'byed pa}; classification, subdivision, division, bias, opening, distinction, part, parting, partition, section, class, species
dbye ba mdzad|acts as a demarcation
dbye ba|types, particular kinds
dbye bsal med pa|indivisible and (mutually) nonexclusive; without/ not subject to division or exclusion (for numerous factors); without differentiation or exclusion (for one factor)
dbye bsal med pa|without division or exclusion; indivisible and (mutually) nonexclusive
dbye bsal|to distinguish, understand
dbye bsdu|categories, classifications, to divide into categories
dbye bsdu sna tshogs|a variety of classifications
dbye bsri|Separation or preference; synonymous with distant or close (nye ring)
dbye chos|elements of a division [ggd]
dbye gzhi|basis of division [ggd]
dbye gzhi|division basis
dbyen|to incite, instigate, sit on
dbye|open, are free from opening and not opening, to differentiate, to subdivide, to classify, to distinguish, divide into categories, open, disclose
dbye phyes pa|classification
dbyer med bsres|mix inseparability
dbyer med du 'dres pa|mingle indivisible; ex {thugs yid dbyer med du 'dres pa} that my mind and yours may merge as one
dbyer med du|indivisibly {sangs rgyas kun dang dbyer med du bzhugs pa yin pa} becomes indivisibly one with all the Buddhas
dbyer med du|inseparably with [you]
dbyer med du sbyor ba|to merge indivisibly
dbyer med|indivisibility; inseparability; inseparable, indivisible, undifferentiated, without differentiation, undivided, not to be distinguished, quite the same, identical, inseparably united, making no difference
dbyer med pa|without any differentiation
dbyer mi phyed pa|inseparable
dbye sal|division or exclusion
dbye zhib|analysis
dbye zhib byed pa|to analyze
dbyi ba|ft. of {'byid pa}; to wipe off, to blot out, to efface
dbyi|beer
dbyibs|appearance
dbyibs|{gnas pa'i dbyibs} sense of calm; syn {gnas pa'i rnam pa}
dbyibs gzugs|shape-forms
dbyibs kyi gzugs|shape-forms, [under {gzugs kyi phung po}
dbyibs kyi rnal 'byor|yoga of form; [expl., Light of Wisdom, Vol. 2, page 35]
dbyibs kyi rnal 'byor|Yoga of shape. A synonym for the development stage; the practice of visualizing the form of the deity
dbyibs|shape, form, figure, outline
dbyibs|sku'i dbyibs - physical appearance
dbyig bshes|dgra bcom pa and compiler of Abhidharma; Vasumitra, [a Vaibhashika teacher]; arhat of the Abhidharma tradition
dbyig gnyen|lord of wealth
dbyig gnyen|Vasubandhu
dbyig gnyen|Vasubandhu, [brother of Asanga]
dbyig|jewel, wealth, riches, treasures
dbyig mchog|best of treasures
dbyi gu|little stick
dbyi mo|flax
dbyings|avid
dbyings chen|vast [teachings]
dbyings|coll affinity
dbyings dag pa'i ye shes|the pristine cognition of the pure expanse
dbyings dang ye shes mnyam pa nyid|Sameness of space and wisdom
dbyings dang ye shes|space and wakefulness
dbyings don dam pa'i bden pa|ultimate truth of the nature; ultimate truth of dharmadhatu
dbyings|expanse
dbyings ka dag zang thal gyi ting nge 'dzin|the samadhi of the unimpeded space of primordial purity
dbyings kyi dbang phyug ma|Dhatvishvari (consort of Vairochana); consort of Buddha Vairochana
dbyings kyi sku|body of space
dbyings kyi sku gsum|the three kayas of (basic) space. Syn {ngo bo rang bzhin thugs rje}
dbyings kyi yum chen ma lnga|Five Great Mothers of Space (the 5 elements)
dbyings phyug ma|Dhatvishvari
dbyings phyug ma|Dhatvishvari, [Syn {nam mkha' dbyings kyi dbang phyug ma} Queen of Space, consort of Vairochana]. consort {rnam par snang mdzad} queen of Vajra Space
dbyings phyug|queen of space
dbyings rang byung gi rol pa|the play of self-existing space
dbyings rig gcig tu bsres pa|to mingle / merge space and awareness
dbyings rig rang so la 'jog pa|to rest in the natural state of space and awareness
dbyings rnam par dag pa'i rgyud|Pure Space Tantra. One of the Twenty-five Tantras of the Great Perfection taught by Shri Singha to Vairochana
dbyings snang|displays of space
dbyings snang|space, displays of space, vision of the Ying
dbyings|space, dimension, [dhatu]; space, dharmadhatu. Syn {bde gshegs snying po}; basic space; expanse, space, realm, sphere, basic space, the heavens, celestial region, totality field, dhatu, continuum, reality field, expanse
dbyings su dag|cleared away (the darkness), into space, freeing
dbyings su dag pa|cleared away [the darkness], into space, freeing, in its basic purity, spontaneously purified. Syn {gnas su dag pa} in its basic purity
dbyings su grol ba|cleared away (the darkness), into space, freeing
dbyings zhugs|addicted
dbyings zhugs shag pa|has become addicted
dbyug bzhag|to forget about, drop it
dbyug gu can|{bram ze dbyug gu can zhes pa} a brahmin called Dandana, Wielding a Cudgel
dbyug gu drug cu rtsa bzhi|[TRS 130-4]
dbyug gu|small staff, wand, rod, shaft
dbyug lcag gzhus pa|to thresh
dbyug pa|stick, cudgel, punishment, swing, brandish, flourish; a stick; ft. of {dbyug pa}; {dbyug pa, dbyugs pa, dbyug pa, dbyugs} trans. v.; a staff, stick
dbyug pa zla ba|the ninth month
dbyug rdo|sling-stone
dbyugs dbyung|to be assured, confirmed with [going to a pure realm], guaranteed
dbyugs|imp. of {dbyug pa}
dbyugs pa|pf. of {dbyug pa}
dbyug tho|a club, a rod, a mace
dbyu gu zla ba|the ninth month, [Syn {dbyug pa zla ba}
dbyun|energy spot, focal point, enriching spot, essence of richness. yun; also {dbyun kun tu bzang po}
dbyung ba|ft. of {'byin pa}
dbyung|expel; to expel, banish
dbyung mdzad pa|to expel
de|1) that [R]; 2) [after final DA [R], {ste}R] where, namely, to wit, videlicet [R]
de|1) that [R]; 2) = ste after final DA [R] {ste} -}-[after 'd') (gerundive connective particle) having, after having [adverbial) -ing, -ly (defining function) (precedes specification] where, namely, to wit, videlicet
de|1) that [R]; 2) = ste after final DA [R], {ste}, [R] where, namely, to wit, videlicet [sbyar yul gang yang rung ba'i ming dngos su tshig zin du yod med ji ltar rung, de'i ma mthar sbyor ba'i thag ring ngos 'dzin byed kyi tshig phrad cig yin te, sum cu par, tha snyad dbang du gsum yin te, dngos po'i dbang du bzhi ru 'gyur, dus kyi dbang du gnyis yin no, zhes gsungs pa ltar ro,...1)...1, Rnam grangs gzhan zhig la sbyor rgyu yod pa'i tha snyad ston pa,...Gzhung lam de mi'i 'gro sa'ang yin pa dang, rta drel gyi 'gro sa'ang yin pa, 'khor lo'i rigs kyi 'gro sa'ang yin,...2, Ming mtha' da yig gi rjes su 'jug pa'i lhag bcas kyi sgra'i tha snyad ston pa'i phrad cig da...Shing bcad de 'bud,...3, 'Das pa'i tha snyad ston pa,...Gong du bshad pa de,...2)...1, Bden pa'i dngos po la 'jug pa,...Khyed kyis gsungs pa de de bzhin no,...2, Gsang ba'i dngos po la 'jug pa,...De 'dra ma shod,...De su red,...? De gsod dgos,...Khyod kyis de rnams gzhan la ma ston zhig ...3,Bdag gi ba'i dngos po la 'jug pa,...Nga'i pha yul de,...Bdag gi las don byed stangs de tsho,...4, Pha rol po'i dngos po la 'jug pa,...Khyod kyi gyon pa de dag ...Kho'i spyod pa de gras,...3)...1, Dus 'das pa la 'jug pa,...Na ning gi lo de,...2, Dus ma 'ongs pa la 'jug pa,...Sang phod kyi lo de]
